indicator,geo,year,value,unit,nace_r2,indic_sb,s_adj,region,city,geo_level
GERD_regional,EL30,NA,13.523,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,17.469,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,21.567,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,20.082,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,23.61,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,37.249,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,55.981,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,73.037,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,81.373,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,91.535,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,99.383,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,118.548,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,200.347,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,213.167,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,221.512,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,224.518,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,233.891,EUR_HAB,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,25.143,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,28.793,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,34.62,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,48.855,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,64.644,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,80.996,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,75.957,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,89.782,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,143.681,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,219.27,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,288.7,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,324.078,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,365.491,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,388.87,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,453.19,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,756.02,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,800.75,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,828.95,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,839.45,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,873.991,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,1073.596,MIO_EUR,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,10.14,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,14.16,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,18.17,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,32.29,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,50.95,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,72.02,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,68.11,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,81.51,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,137.36,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,219.27,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,288.7,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,324.078,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,365.491,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,388.87,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,453.19,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,756.02,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,800.75,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,828.95,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,839.45,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,873.991,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,1073.596,MIO_NAC,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,105.633,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,95.961,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,108.739,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,170.499,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,262.831,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,333.552,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,356.29,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,381.911,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,444.633,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,535.005,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,903.058,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,961.237,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,996.508,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,1011.253,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,1070.426,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,1316.85,MIO_PPS,,NA,NA,Attiki (EL30),Athens,NUTS2/3
GERD_regional,EL30,NA,123.037,MIO_PPS_KP05,,NA,NA,Attiki (EL30),Athens,NUTS2/3
