city,indicator,year,value,unit,nace_r2,indic_sb,s_adj,region,geo,geo_level,empw,gdp,lab_prod,country,bankruptcies,factoring,interest_rate,interest_rate_spread,leasing,loan,loan_gov_guaranteed,loan_gov_guarantees,loan_lt,loan_st,npl,payment_delays,loan_applications,loan_collateral,vc,loan_gov_direct,loan_rejection,eu_funding,funds_pc,funding_geo,funding_method,funding_to_gdp,funding_per_emp
Athens,GERD_regional,1986,25.143,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athens,GERD_regional,1986,10.14,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athens,GERD_regional,1986,44.384,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athens,GERD_regional,1986,17.9,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athens,GERD_regional,1986,12.67,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athens,GERD_regional,1986,5.11,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athens,GERD_regional,1986,82.172,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athens,GERD_regional,1986,33.14,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athens,GERD_regional,1988,28.793,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256602,NA,EL30,direct,NA,NA
Athens,GERD_regional,1988,14.16,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256602,NA,EL30,direct,NA,NA
Athens,GERD_regional,1988,46.972,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256602,NA,EL30,direct,NA,NA
Athens,GERD_regional,1988,23.1,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256602,NA,EL30,direct,NA,NA
Athens,GERD_regional,1988,17.467,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256602,NA,EL30,direct,NA,NA
Athens,GERD_regional,1988,8.59,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256602,NA,EL30,direct,NA,NA
Athens,GERD_regional,1988,93.232,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256602,NA,EL30,direct,NA,NA
Athens,GERD_regional,1988,45.85,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256602,NA,EL30,direct,NA,NA
Athens,GERD_regional,1989,34.62,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664044,NA,EL30,direct,NA,NA
Athens,GERD_regional,1989,18.17,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664044,NA,EL30,direct,NA,NA
Athens,GERD_regional,1989,51.653,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664044,NA,EL30,direct,NA,NA
Athens,GERD_regional,1989,27.11,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664044,NA,EL30,direct,NA,NA
Athens,GERD_regional,1989,34.315,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664044,NA,EL30,direct,NA,NA
Athens,GERD_regional,1989,18.01,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664044,NA,EL30,direct,NA,NA
Athens,GERD_regional,1989,120.569,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664044,NA,EL30,direct,NA,NA
Athens,GERD_regional,1989,63.28,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664044,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,13.523,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,48.855,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,32.29,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,16.438,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,59.385,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,39.25,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,10.83,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,39.126,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,25.86,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,40.79,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,147.366,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1991,97.4,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45435832,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,17.469,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,64.644,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,50.95,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,16.79,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,62.132,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,48.97,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,18.899,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,69.934,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,55.12,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,0.47,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,1.738,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,1.37,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,53.624,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,198.435,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1993,156.4,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266411025,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,21.567,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,80.996,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,72.02,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,105.633,MIO_PPS,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,123.037,MIO_PPS_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,32.761,PPS_HAB_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,15.802,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,59.347,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,52.77,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,77.398,MIO_PPS,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,90.151,MIO_PPS_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,24.004,PPS_HAB_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,23.48,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,88.182,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,78.41,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,115.005,MIO_PPS,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,133.954,MIO_PPS_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,35.668,PPS_HAB_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,0.401,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,1.507,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,1.34,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,1.965,MIO_PPS,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,2.289,MIO_PPS_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,0.61,PPS_HAB_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,60.93,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,228.828,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,203.47,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,298.432,MIO_PPS,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,347.603,MIO_PPS_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1995,92.556,PPS_HAB_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230873105,NA,EL30,direct,NA,NA
Athens,GERD_regional,1996,20.082,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309734987,NA,EL30,direct,NA,NA
Athens,GERD_regional,1996,75.957,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309734987,NA,EL30,direct,NA,NA
Athens,GERD_regional,1996,68.11,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309734987,NA,EL30,direct,NA,NA
Athens,GERD_regional,1996,95.961,MIO_PPS,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309734987,NA,EL30,direct,NA,NA
Athens,GERD_regional,1996,107.543,MIO_PPS_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309734987,NA,EL30,direct,NA,NA
Athens,GERD_regional,1996,28.432,PPS_HAB_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309734987,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,23.61,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,89.782,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,81.51,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,108.739,MIO_PPS,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,120.712,MIO_PPS_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,31.744,PPS_HAB_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,18.338,EUR_HAB,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,69.735,MIO_EUR,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,63.31,MIO_NAC,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,84.459,MIO_PPS,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,93.758,MIO_PPS_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
Athens,GERD_regional,1997,24.656,PPS_HAB_KP05,NA,NA,NA,Attiki (EL30),EL30,NUTS2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401276004,NA,EL30,direct,NA,NA
